dataset_name,model_num,mutant_type,iter,label
reuters,0,ft_0,0,0
reuters,0,ft_0,1,0
reuters,0,ft_0,2,0
reuters,0,ft_0,3,0
reuters,0,ft_0,4,0
reuters,0,ft_5,0,0
reuters,0,ft_5,1,0
reuters,0,ft_5,2,0
reuters,0,ft_5,3,0
reuters,0,ft_5,4,0
reuters,1,ft_0,0,0
reuters,1,ft_0,1,0
reuters,1,ft_0,2,0
reuters,1,ft_0,3,0
reuters,1,ft_0,4,0
reuters,1,ft_5,0,0
reuters,1,ft_5,1,0
reuters,1,ft_5,2,0
reuters,1,ft_5,3,0
reuters,1,ft_5,4,0
reuters,2,ft_0,0,0
reuters,2,ft_0,1,0
reuters,2,ft_0,2,0
reuters,2,ft_0,3,0
reuters,2,ft_0,4,0
reuters,2,ft_5,0,0
reuters,2,ft_5,1,0
reuters,2,ft_5,2,0
reuters,2,ft_5,3,0
reuters,2,ft_5,4,0
reuters,3,ft_0,0,0
reuters,3,ft_0,1,0
reuters,3,ft_0,2,0
reuters,3,ft_0,3,0
reuters,3,ft_0,4,0
reuters,3,ft_5,0,0
reuters,3,ft_5,1,0
reuters,3,ft_5,2,0
reuters,3,ft_5,3,0
reuters,3,ft_5,4,0
reuters,4,ft_0,0,0
reuters,4,ft_0,1,0
reuters,4,ft_0,2,0
reuters,4,ft_0,3,0
reuters,4,ft_0,4,0
reuters,4,ft_5,0,0
reuters,4,ft_5,1,0
reuters,4,ft_5,2,0
reuters,4,ft_5,3,0
reuters,4,ft_5,4,0
reuters,5,ft_0,0,0
reuters,5,ft_0,1,0
reuters,5,ft_0,2,0
reuters,5,ft_0,3,0
reuters,5,ft_0,4,0
reuters,5,ft_5,0,0
reuters,5,ft_5,1,0
reuters,5,ft_5,2,0
reuters,5,ft_5,3,0
reuters,5,ft_5,4,0
reuters,6,ft_0,0,0
reuters,6,ft_0,1,0
reuters,6,ft_0,2,0
reuters,6,ft_0,3,0
reuters,6,ft_0,4,0
reuters,6,ft_5,0,0
reuters,6,ft_5,1,0
reuters,6,ft_5,2,0
reuters,6,ft_5,3,0
reuters,6,ft_5,4,0
reuters,7,ft_0,0,0
reuters,7,ft_0,1,0
reuters,7,ft_0,2,0
reuters,7,ft_0,3,0
reuters,7,ft_0,4,0
reuters,7,ft_5,0,0
reuters,7,ft_5,1,0
reuters,7,ft_5,2,0
reuters,7,ft_5,3,0
reuters,7,ft_5,4,0
reuters,8,ft_0,0,0
reuters,8,ft_0,1,0
reuters,8,ft_0,2,0
reuters,8,ft_0,3,0
reuters,8,ft_0,4,0
reuters,8,ft_5,0,0
reuters,8,ft_5,1,0
reuters,8,ft_5,2,0
reuters,8,ft_5,3,0
reuters,8,ft_5,4,0
reuters,9,ft_0,0,0
reuters,9,ft_0,1,0
reuters,9,ft_0,2,0
reuters,9,ft_0,3,0
reuters,9,ft_0,4,0
reuters,9,ft_5,0,0
reuters,9,ft_5,1,0
reuters,9,ft_5,2,0
reuters,9,ft_5,3,0
reuters,9,ft_5,4,0
reuters,10,ft_0,0,0
reuters,10,ft_0,1,0
reuters,10,ft_0,2,0
reuters,10,ft_0,3,0
reuters,10,ft_0,4,0
reuters,10,ft_5,0,0
reuters,10,ft_5,1,0
reuters,10,ft_5,2,0
reuters,10,ft_5,3,0
reuters,10,ft_5,4,0
reuters,11,ft_0,0,0
reuters,11,ft_0,1,0
reuters,11,ft_0,2,0
reuters,11,ft_0,3,0
reuters,11,ft_0,4,0
reuters,11,ft_5,0,0
reuters,11,ft_5,1,0
reuters,11,ft_5,2,0
reuters,11,ft_5,3,0
reuters,11,ft_5,4,0
reuters,12,ft_0,0,0
reuters,12,ft_0,1,0
reuters,12,ft_0,2,0
reuters,12,ft_0,3,0
reuters,12,ft_0,4,0
reuters,12,ft_5,0,0
reuters,12,ft_5,1,0
reuters,12,ft_5,2,0
reuters,12,ft_5,3,0
reuters,12,ft_5,4,0
reuters,13,ft_0,0,0
reuters,13,ft_0,1,0
reuters,13,ft_0,2,0
reuters,13,ft_0,3,0
reuters,13,ft_0,4,0
reuters,13,ft_5,0,0
reuters,13,ft_5,1,0
reuters,13,ft_5,2,0
reuters,13,ft_5,3,0
reuters,13,ft_5,4,0
reuters,14,ft_0,0,0
reuters,14,ft_0,1,0
reuters,14,ft_0,2,0
reuters,14,ft_0,3,0
reuters,14,ft_0,4,0
reuters,14,ft_5,0,0
reuters,14,ft_5,1,0
reuters,14,ft_5,2,0
reuters,14,ft_5,3,0
reuters,14,ft_5,4,0
reuters,15,ft_0,0,0
reuters,15,ft_0,1,0
